Gr Liv Area,Lot Area,Total Bsmt SF,Lot Frontage,Garage Area,House Age,Total Porch SF,Overall Cond,Neighborhood,Overall Qual,MS SubClass,Mas Vnr Area,Total Bathrooms,Mo Sold,Garage Yr Blt,Sale Condition,SalePrice
1661,12137,1649.0,48.0,598.0,12,34,5,CollgCr,7,20,442.0,2.0,5,88,4,224.9
848,4435,848.0,69.22459016393442,420.0,7,140,5,CollgCr,6,120,170.0,2.0,4,93,4,143.75
848,4426,848.0,69.22459016393442,420.0,6,160,5,CollgCr,6,120,169.0,2.0,5,94,4,143.0
1668,10635,1657.0,48.0,502.0,7,262,5,CollgCr,8,20,171.0,3.0,5,93,4,232.0
1484,8400,1473.0,70.0,606.0,5,179,5,CollgCr,7,20,109.0,3.0,5,94,4,213.0
1414,8773,1414.0,65.0,494.0,6,237,5,CollgCr,7,20,98.0,2.0,5,94,4,185.5
640,8777,0.0,67.0,240.0,3,0,6,Edwards,3,30,0.0,1.0,4,35,4,84.9
992,8842,381.0,68.0,319.0,56,116,6,Edwards,5,20,0.0,1.0,1,44,0,155.891
1664,9825,0.0,75.0,0.0,45,0,5,Edwards,5,90,0.0,2.0,5,101,4,100.0
1196,10044,1196.0,60.0,336.0,42,425,6,Edwards,5,20,0.0,2.0,6,58,4,144.0
1120,11792,744.0,89.0,480.0,60,160,5,Edwards,4,50,0.0,1.0,6,46,0,64.0
1096,6305,1008.0,65.0,352.0,35,0,6,Edwards,6,80,0.0,2.0,6,65,4,125.2
1117,7819,1029.0,94.0,672.0,34,144,5,Edwards,6,80,0.0,2.0,3,66,0,107.0
960,6410,960.0,64.0,0.0,52,0,5,Edwards,4,20,0.0,1.0,5,101,4,90.0
1121,8546,1121.0,80.0,440.0,6,196,5,Edwards,4,20,0.0,2.0,3,93,4,140.0
1487,8741,735.0,52.0,220.0,60,140,4,Edwards,6,50,0.0,1.5,4,39,4,113.0
924,12180,672.0,60.0,280.0,60,0,4,Edwards,4,190,0.0,2.0,7,32,4,80.0
1526,8562,1216.0,68.0,364.0,8,194,6,Edwards,5,20,145.0,1.0,5,47,4,144.5
1296,4853,1107.0,67.0,260.0,11,36,6,SWISU,5,30,203.0,2.0,5,69,4,104.0
1647,6858,806.0,66.0,216.0,60,202,4,SWISU,6,70,0.0,2.5,5,11,4,128.0
864,8212,864.0,45.0,200.0,60,96,3,Edwards,3,30,0.0,2.0,6,29,4,58.5
1691,5000,1026.0,50.0,308.0,60,242,6,SWISU,5,50,0.0,2.0,5,15,4,127.0
856,7890,856.0,69.22459016393442,399.0,60,166,6,SWISU,6,30,0.0,2.0,3,30,4,126.0
2650,7200,0.0,60.0,0.0,43,0,6,SWISU,4,90,0.0,3.0,2,101,4,160.0
1666,9839,894.0,51.0,0.0,60,156,2,SWISU,5,50,0.0,2.0,5,101,4,100.0
2447,9638,804.0,50.0,336.0,20,430,7,SWISU,6,50,0.0,2.0,3,59,4,169.0
2133,10452,1528.0,78.0,312.0,25,86,6,Crawfor,7,50,371.0,2.5,7,32,4,257.5
2177,15600,1032.0,78.0,484.0,19,0,6,Crawfor,5,90,430.0,2.5,3,40,4,215.0
2340,9042,1152.0,66.0,252.0,4,60,9,Crawfor,7,70,0.0,2.0,5,32,4,266.5
1902,17500,1902.0,100.0,567.0,8,369,8,Crawfor,7,20,0.0,3.0,5,49,4,335.0
1652,19645,423.0,85.0,473.0,3,0,6,Crawfor,7,80,44.0,3.5,6,84,4,203.135
1034,3907,982.0,35.0,598.0,21,177,6,Blueste,8,120,0.0,2.0,4,79,4,185.0
1191,3907,1191.0,35.0,531.0,21,193,5,Blueste,8,120,0.0,2.0,3,79,4,162.5
1801,15602,1501.0,100.0,484.0,13,215,8,Crawfor,7,20,0.0,3.0,3,49,4,289.0
1154,5436,796.0,40.0,240.0,3,96,8,IDOTRR,4,50,0.0,2.0,5,13,4,125.5
1107,9140,629.0,50.0,625.0,35,256,5,IDOTRR,6,50,0.0,1.0,4,40,4,110.0
1128,7500,698.0,60.0,528.0,60,194,4,IDOTRR,4,50,0.0,1.0,4,70,0,68.4
1178,8712,859.0,66.0,384.0,60,166,7,IDOTRR,4,50,0.0,1.0,1,54,0,102.776
1044,8712,540.0,66.0,504.0,58,0,5,IDOTRR,5,20,0.0,1.0,6,42,2,55.993
952,8712,756.0,66.0,330.0,60,265,7,IDOTRR,4,30,0.0,1.0,6,1,2,50.138
1646,3811,1594.0,44.0,525.0,5,336,5,Crawfor,8,120,186.0,3.5,5,94,4,246.0
1916,11050,1049.0,85.0,741.0,11,70,5,Mitchel,8,60,0.0,3.5,5,88,4,254.9
1285,9620,1243.0,74.0,473.0,33,401,7,Mitchel,6,80,0.0,2.5,5,67,4,190.0
1560,9196,1560.0,129.0,573.0,7,250,5,Mitchel,7,20,0.0,2.0,4,93,4,201.0
1034,12328,1012.0,69.22459016393442,888.0,34,0,5,Mitchel,6,80,335.0,2.0,5,66,4,169.9
2048,12760,1958.0,69.22459016393442,776.0,34,0,5,Mitchel,6,90,0.0,3.0,3,66,4,170.0
1346,11896,1336.0,88.0,660.0,2,148,5,Timber,7,20,60.0,3.0,5,98,4,220.0
1214,9803,1214.0,73.0,520.0,0,25,5,Timber,7,20,0.0,2.0,1,100,5,179.781
1444,9802,384.0,73.0,400.0,3,100,5,Timber,5,60,0.0,2.5,4,97,4,174.0
1968,12003,774.0,92.0,680.0,0,75,5,Timber,8,60,84.0,2.5,5,99,5,269.5
1894,11316,817.0,80.0,510.0,7,40,5,Timber,7,60,44.0,3.5,2,92,4,214.9
1908,14191,967.0,85.0,431.0,8,135,5,Timber,8,60,0.0,2.5,4,92,4,202.9
2018,13214,2002.0,89.0,746.0,1,220,5,Timber,9,20,0.0,2.0,5,99,4,378.5
1264,15300,1068.0,85.0,528.0,33,0,5,Mitchel,5,20,0.0,2.0,6,55,4,169.0
1430,10114,1430.0,93.0,624.0,5,0,5,Mitchel,5,20,0.0,2.0,3,94,4,173.5
1824,9400,912.0,94.0,0.0,39,128,5,Mitchel,6,90,0.0,3.0,4,101,4,139.0
1344,11875,1344.0,69.22459016393442,686.0,11,328,5,Mitchel,5,20,0.0,2.0,6,91,4,166.5
1092,1974,546.0,69.22459016393442,286.0,37,216,5,MeadowV,4,160,0.0,1.5,5,63,4,83.5
945,2394,945.0,31.0,253.0,37,338,6,MeadowV,5,120,0.0,2.5,5,63,4,119.5
1112,2592,536.0,36.0,336.0,34,182,3,MeadowV,5,160,0.0,1.5,4,66,4,85.0
1092,1476,546.0,21.0,0.0,40,226,7,MeadowV,4,160,0.0,1.5,3,101,4,76.0
630,1491,630.0,21.0,0.0,38,120,6,MeadowV,4,180,0.0,2.0,5,101,4,75.5
1092,1900,546.0,21.0,0.0,40,0,4,MeadowV,4,160,0.0,1.5,6,101,4,88.25
1092,1890,546.0,21.0,286.0,38,64,6,MeadowV,4,160,0.0,1.5,6,62,4,85.5
874,6953,864.0,50.0,352.0,6,0,7,Mitchel,5,20,0.0,1.0,6,61,4,130.0
1188,26142,1188.0,69.22459016393442,312.0,48,300,7,Mitchel,5,20,189.0,1.0,4,52,4,157.9
833,12887,833.0,76.0,495.0,26,431,7,Mitchel,5,20,0.0,2.0,4,74,4,149.9
2432,7700,1216.0,70.0,616.0,24,200,2,Mitchel,5,90,0.0,5.0,2,75,4,159.0
1274,10475,624.0,63.0,576.0,19,22,5,Mitchel,5,60,0.0,1.5,3,83,4,136.0
1479,10544,864.0,68.0,275.0,41,567,5,Mitchel,5,50,0.0,2.0,4,59,4,161.0
1803,9892,1679.0,76.0,482.0,15,415,5,Mitchel,8,20,0.0,4.0,2,84,4,285.0
1797,12961,1152.0,74.0,616.0,16,474,5,Mitchel,6,60,0.0,3.5,3,83,4,231.0
882,13008,882.0,74.0,502.0,53,0,5,NAmes,6,20,0.0,1.0,10,46,4,124.5
1434,10200,1434.0,85.0,528.0,35,101,5,NAmes,6,20,440.0,3.0,6,64,4,157.0
2704,13860,1952.0,75.0,538.0,14,380,7,NAmes,8,80,0.0,3.5,7,62,4,345.0
1608,10179,945.0,88.0,470.0,12,282,5,Gilbert,6,60,0.0,2.5,7,87,4,189.5
2283,11792,1008.0,69.22459016393442,632.0,6,166,5,Gilbert,8,60,188.0,2.5,8,93,4,270.0
1628,8400,384.0,60.0,390.0,12,120,5,Gilbert,7,80,32.0,2.5,6,86,4,189.0
1746,14892,1746.0,42.0,758.0,2,240,5,Gilbert,9,20,160.0,3.0,10,96,4,377.5
1474,8530,384.0,69.22459016393442,400.0,13,192,5,Gilbert,7,80,22.0,2.5,5,85,4,168.5
2522,7296,2208.0,28.0,564.0,4,239,5,StoneBr,8,120,0.0,3.0,11,94,4,375.0
1659,5664,1501.0,40.0,499.0,9,271,5,StoneBr,8,120,0.0,3.0,10,90,4,278.0
1478,7380,1418.0,61.0,495.0,11,211,5,StoneBr,8,120,0.0,3.0,7,88,4,240.0
1734,8013,1587.0,57.0,528.0,13,102,5,StoneBr,8,120,0.0,3.0,9,85,4,239.5
1382,8923,384.0,57.0,396.0,11,256,5,Gilbert,7,80,0.0,2.5,2,88,4,177.5
1718,10141,832.0,74.0,427.0,11,385,5,Gilbert,7,60,40.0,2.5,12,88,4,185.0
1636,7500,952.0,60.0,440.0,10,84,5,Gilbert,6,60,0.0,3.5,10,88,4,191.0
1571,7837,799.0,59.0,380.0,15,40,7,Gilbert,6,60,0.0,2.5,5,83,4,178.0
1470,9765,680.0,69.22459016393442,420.0,16,295,8,Gilbert,6,60,68.0,2.5,4,83,4,185.0
1516,8803,707.0,69.22459016393442,409.0,14,46,5,Gilbert,6,60,0.0,3.5,7,84,4,181.316
1190,7250,1181.0,58.0,430.0,16,21,5,Gilbert,6,20,45.0,2.0,11,83,4,166.0
1593,9636,808.0,69.22459016393442,389.0,16,382,5,Gilbert,6,60,0.0,2.5,12,83,4,178.0
1481,8125,702.0,65.0,343.0,14,36,5,Gilbert,6,60,0.0,2.5,3,84,4,174.0
1167,9248,1158.0,69.22459016393442,400.0,17,146,6,Gilbert,6,20,106.0,3.0,7,82,4,173.0
1983,10762,978.0,69.22459016393442,490.0,10,0,5,Gilbert,7,60,344.0,2.5,5,89,4,225.0
1442,11851,1424.0,99.0,500.0,19,542,5,Gilbert,7,20,0.0,2.0,5,80,4,180.5
1360,5814,1220.0,69.22459016393442,565.0,25,63,5,StoneBr,8,120,0.0,2.0,8,74,0,187.5
2234,17423,2216.0,63.0,1166.0,0,60,5,StoneBr,9,20,748.0,3.0,7,99,5,501.837
2046,11844,2046.0,80.0,834.0,1,404,5,StoneBr,8,20,464.0,2.5,7,98,5,372.5
1530,16158,1530.0,124.0,430.0,4,204,5,StoneBr,7,20,16.0,3.0,6,95,4,260.0
1934,11900,1122.0,85.0,567.0,32,376,6,Gilbert,5,60,157.0,3.5,7,67,4,185.0
2353,13005,845.0,94.0,484.0,29,483,7,NWAmes,7,60,278.0,3.5,8,73,4,260.0
1586,17043,1362.0,48.0,435.0,11,192,5,NWAmes,6,20,0.0,2.0,1,69,4,181.0
1411,11900,1386.0,85.0,544.0,32,192,5,NWAmes,7,20,209.0,2.0,4,67,3,82.5
1602,16635,1602.0,69.22459016393442,529.0,9,240,7,NWAmes,6,20,126.0,2.5,6,67,4,215.0
2050,13250,832.0,69.22459016393442,529.0,31,384,6,NWAmes,7,60,256.0,2.5,5,68,0,154.0
1671,10928,1427.0,80.0,484.0,23,307,6,NWAmes,6,20,101.0,2.0,8,68,4,200.0
2673,12388,1043.0,69.22459016393442,441.0,18,262,7,NWAmes,7,60,229.0,2.5,8,70,4,249.0
1472,14115,1372.0,69.22459016393442,588.0,29,281,5,NWAmes,7,80,225.0,3.0,6,70,4,187.5
1707,11088,1140.0,80.0,479.0,11,0,5,NWAmes,6,20,144.0,2.0,5,68,4,184.0
2524,9600,2524.0,80.0,542.0,28,594,5,NWAmes,8,20,0.0,3.5,7,71,4,278.0
1601,11880,1271.0,82.0,478.0,31,0,5,NWAmes,7,20,206.0,2.0,4,68,0,157.0
1370,10400,1090.0,80.0,479.0,33,0,5,NWAmes,7,20,189.0,2.0,6,66,3,152.0
1868,10304,780.0,69.22459016393442,484.0,33,544,7,NWAmes,5,60,44.0,3.5,10,66,4,197.5
1884,7000,926.0,70.0,581.0,6,35,5,Somerst,7,60,0.0,3.5,6,93,4,240.9
1935,8004,832.0,75.0,552.0,0,150,5,Somerst,8,60,110.0,3.5,12,99,5,263.435
1874,7500,1058.0,69.22459016393442,588.0,8,134,5,Somerst,8,60,0.0,2.5,3,90,4,220.0
1811,8470,972.0,69.22459016393442,565.0,7,273,5,Somerst,8,60,0.0,2.5,10,92,4,235.0
1621,9373,1621.0,69.22459016393442,478.0,34,490,7,NWAmes,5,20,161.0,3.0,6,65,4,213.0
1116,10140,1116.0,78.0,528.0,35,0,6,NWAmes,6,20,196.0,3.0,4,64,4,167.9
1193,11050,1176.0,85.0,506.0,34,40,5,NWAmes,7,20,0.0,2.0,8,65,4,158.0
1350,10140,1064.0,78.0,478.0,35,0,5,NWAmes,6,20,174.0,2.0,8,64,4,165.0
2119,10448,689.0,69.22459016393442,583.0,37,104,6,NWAmes,6,80,333.0,2.5,8,62,0,158.0
1792,9000,896.0,60.0,0.0,35,77,5,NAmes,5,90,0.0,3.0,9,101,4,136.0
1002,8750,1002.0,69.22459016393442,902.0,39,0,6,NAmes,5,20,76.0,2.0,8,63,4,148.5
1026,7930,1026.0,61.0,440.0,4,219,8,NAmes,6,20,0.0,2.0,7,59,4,156.0
1180,7830,1180.0,69.22459016393442,477.0,39,45,5,NAmes,5,20,0.0,1.5,3,60,4,128.0
1050,8510,1043.0,69.22459016393442,336.0,38,0,7,NAmes,5,20,178.0,2.5,7,61,4,143.0
864,7038,864.0,60.0,576.0,39,210,6,NAmes,4,20,0.0,2.0,9,91,0,76.5
864,6960,864.0,60.0,660.0,39,96,6,NAmes,4,20,0.0,1.0,11,79,4,120.5
864,8120,864.0,70.0,463.0,39,0,7,NAmes,4,20,0.0,1.0,7,84,4,124.5
864,10500,864.0,70.0,576.0,38,216,6,NAmes,4,20,0.0,1.0,3,79,0,97.0
864,9000,864.0,60.0,576.0,3,200,7,NAmes,4,20,0.0,1.0,7,76,4,130.0
987,1680,483.0,21.0,264.0,36,0,5,BrDale,6,160,504.0,2.5,7,63,4,111.0
1365,2368,765.0,24.0,440.0,39,36,6,BrDale,5,160,312.0,1.5,5,60,4,125.0
1302,1680,630.0,21.0,280.0,38,0,5,BrDale,5,160,142.0,2.5,5,81,0,112.0
987,1680,483.0,21.0,288.0,37,0,6,BrDale,6,160,425.0,2.5,7,62,4,97.0
987,1680,483.0,21.0,264.0,2,250,8,BrDale,6,160,510.0,1.5,5,62,4,118.0
1302,1680,630.0,21.0,264.0,37,185,7,BrDale,5,160,268.0,2.5,2,62,4,119.5
958,4928,958.0,69.22459016393442,440.0,33,60,6,NPkVill,6,120,0.0,2.0,10,66,4,143.75
1548,2308,804.0,24.0,440.0,33,108,5,NPkVill,6,160,0.0,2.5,9,66,4,146.0
1456,2280,855.0,24.0,440.0,33,87,6,NPkVill,6,160,0.0,2.5,7,66,4,148.5
1055,2280,1057.0,24.0,440.0,34,27,5,NPkVill,7,120,0.0,2.5,8,65,4,123.0
1322,2308,855.0,24.0,440.0,35,260,5,NPkVill,6,160,0.0,3.0,6,64,4,147.0
1456,2349,855.0,24.0,440.0,32,28,5,NPkVill,6,160,0.0,2.5,5,67,4,137.9
1548,2364,804.0,24.0,440.0,31,108,5,NPkVill,6,160,0.0,3.0,7,68,4,147.0
1441,2289,855.0,24.0,440.0,31,28,6,NPkVill,6,160,0.0,2.5,4,68,4,148.5
1456,2364,855.0,24.0,440.0,31,147,5,NPkVill,6,160,0.0,2.5,4,68,4,138.0
836,2104,836.0,24.0,345.0,33,170,6,NPkVill,7,120,0.0,1.5,10,66,4,128.5
892,7150,892.0,65.0,288.0,42,0,5,NAmes,5,20,60.0,1.0,7,57,4,100.0
1120,10710,864.0,69.22459016393442,656.0,5,162,7,NAmes,5,20,165.0,1.5,7,56,4,148.8
1718,12456,1700.0,96.0,786.0,2,264,5,NridgHt,10,20,230.0,3.0,7,98,4,337.5
2772,14257,1776.0,110.0,754.0,2,199,5,NridgHt,9,60,726.0,4.5,6,97,4,462.0
3140,13518,1926.0,104.0,820.0,0,222,5,NridgHt,9,60,860.0,3.5,7,99,5,485.0
2402,15431,3094.0,105.0,672.0,1,242,5,NridgHt,10,20,200.0,3.0,4,98,4,555.0
1652,13173,1652.0,108.0,840.0,2,506,5,NridgHt,9,20,300.0,3.0,11,96,4,325.0
1600,14230,1566.0,110.0,890.0,2,56,5,NridgHt,8,20,640.0,2.0,7,97,4,256.3
2042,12704,2042.0,98.0,1390.0,0,90,5,NridgHt,8,20,306.0,2.5,8,99,5,253.293
2690,12350,1365.0,95.0,864.0,0,197,5,NridgHt,9,60,0.0,3.5,7,99,5,398.8
2184,11308,1104.0,96.0,836.0,1,102,5,NridgHt,9,60,154.0,3.5,7,98,4,335.0
2020,12350,2020.0,95.0,896.0,1,290,5,NridgHt,9,20,450.0,3.0,5,98,4,404.0
2020,12220,2006.0,94.0,900.0,0,210,5,NridgHt,10,20,305.0,3.5,9,99,5,402.861
2296,13478,1722.0,97.0,842.0,1,656,5,NridgHt,10,60,420.0,3.5,6,98,4,451.95
2674,13693,2630.0,105.0,762.0,2,410,5,NridgHt,10,20,472.0,4.5,3,97,4,610.0
2822,13891,1734.0,107.0,1020.0,0,414,5,NridgHt,9,60,424.0,3.5,1,99,5,582.933
1736,11578,1736.0,95.0,834.0,1,409,5,NridgHt,9,20,302.0,2.0,7,98,4,360.0
1782,16870,1782.0,129.0,932.0,4,181,5,NridgHt,8,20,238.0,3.0,4,94,4,296.0
2520,23303,1508.0,59.0,640.0,2,465,5,NridgHt,8,60,20.0,3.5,6,97,3,409.9
1717,11146,1709.0,87.0,908.0,3,208,5,NridgHt,8,20,250.0,2.0,7,96,4,255.5
1743,10367,1739.0,87.0,927.0,1,213,5,NridgHt,9,20,284.0,3.0,6,98,4,335.0
1713,9591,1713.0,76.0,856.0,4,196,5,NridgHt,8,20,262.0,3.0,1,94,4,274.9
1531,10872,1504.0,77.0,700.0,3,236,5,NridgHt,9,20,122.0,3.0,2,96,4,300.0
1808,13514,1774.0,102.0,850.0,1,226,5,NridgHt,9,20,285.0,3.0,3,98,4,324.0
2224,8834,1462.0,74.0,738.0,4,184,5,NridgHt,9,60,216.0,3.5,6,94,4,350.0
1836,11362,1836.0,107.0,862.0,4,310,5,NridgHt,8,20,42.0,3.0,3,94,4,280.0
1760,12878,1760.0,90.0,583.0,5,355,5,NridgHt,7,20,418.0,3.0,6,93,4,269.5
1502,9541,1502.0,79.0,644.0,0,114,5,NridgHt,7,20,268.0,2.0,9,99,5,233.17
2392,13472,2392.0,103.0,968.0,6,353,5,NridgHt,10,20,922.0,2.0,6,93,4,386.25
2452,15274,2452.0,110.0,886.0,6,116,5,NridgHt,9,20,724.0,4.0,7,93,4,445.0
2400,13262,1082.0,96.0,730.0,5,154,5,NridgHt,8,60,186.0,3.5,6,93,4,290.0
1606,9658,1598.0,70.0,871.0,3,290,5,NridgHt,8,20,383.0,2.0,7,96,4,255.9
1358,6904,1358.0,47.0,484.0,4,228,5,NridgHt,6,120,240.0,2.0,8,95,4,213.0
1306,5381,1306.0,34.0,624.0,4,233,5,NridgHt,6,120,135.0,3.0,8,95,4,196.0
1306,5122,1306.0,34.0,624.0,4,233,5,NridgHt,6,120,135.0,3.0,3,95,4,184.5
1358,10307,1350.0,80.0,484.0,1,218,5,NridgHt,7,120,176.0,3.0,5,98,4,212.5
1314,5001,1314.0,34.0,626.0,1,234,5,NridgHt,7,120,166.0,3.0,7,98,4,230.0
2492,14836,2492.0,100.0,949.0,4,461,5,NridgHt,10,20,730.0,3.5,2,94,0,552.0
2200,15262,2200.0,117.0,685.0,5,263,5,NridgHt,8,20,470.0,3.5,7,93,4,382.5
1884,7390,1884.0,44.0,649.0,0,321,5,NridgHt,9,120,308.0,3.0,5,98,5,320.0
1456,6472,1451.0,48.0,539.0,1,234,5,NridgHt,9,120,500.0,2.0,4,98,4,248.5
1712,16770,1712.0,129.0,701.0,6,401,5,NridgHt,8,20,270.0,3.0,9,92,4,286.5
1324,6240,1324.0,48.0,550.0,3,230,5,NridgHt,8,120,176.0,3.0,12,96,4,254.0
1405,3480,1405.0,48.0,478.0,6,184,5,NridgHt,7,120,163.0,2.0,11,93,4,173.0
1626,2268,764.0,36.0,474.0,5,27,5,NridgHt,7,160,106.0,2.0,7,93,4,173.0
1456,10928,728.0,63.0,390.0,4,100,5,Gilbert,7,60,0.0,2.5,6,95,4,184.0
1490,8918,745.0,57.0,392.0,3,56,5,Gilbert,6,60,0.0,2.5,7,95,4,167.8
1484,12589,742.0,149.0,390.0,4,60,5,Gilbert,6,60,0.0,2.5,6,95,4,174.0
1560,11911,684.0,122.0,400.0,4,138,5,Gilbert,6,60,0.0,2.5,3,95,4,174.0
1555,3684,1373.0,53.0,660.0,2,163,5,Blmngtn,7,120,130.0,2.0,6,97,4,174.0
1569,3635,1386.0,51.0,660.0,2,163,5,Blmngtn,7,120,130.0,2.5,5,97,4,175.9
1555,3182,1373.0,43.0,430.0,3,163,5,Blmngtn,7,120,16.0,2.0,5,95,4,192.5
1504,3182,1346.0,43.0,457.0,3,156,5,Blmngtn,7,120,16.0,2.0,5,95,4,181.0
1220,3182,1220.0,43.0,397.0,3,116,5,Blmngtn,7,120,16.0,2.0,8,95,4,180.0
1145,3182,1145.0,43.0,397.0,3,116,5,Blmngtn,7,120,11.0,2.0,9,95,4,160.2
1432,7795,716.0,71.0,432.0,4,151,5,Gilbert,7,60,0.0,3.5,7,94,4,188.5
2267,8068,1010.0,69.22459016393442,390.0,7,166,5,Gilbert,6,60,0.0,2.5,12,92,4,200.0
1374,9434,384.0,59.0,400.0,4,100,5,Gilbert,7,80,0.0,2.5,8,94,4,170.0
1630,7984,868.0,62.0,436.0,4,168,5,Gilbert,7,60,200.0,2.5,9,94,4,189.5
1419,7750,408.0,69.22459016393442,527.0,7,120,5,Gilbert,8,80,0.0,3.5,3,92,4,184.1
1594,10125,846.0,61.0,434.0,5,348,5,Gilbert,7,60,0.0,2.5,7,94,4,195.5
1489,8965,782.0,69.22459016393442,400.0,6,75,5,Gilbert,7,60,0.0,3.5,6,93,4,192.0
1342,8174,698.0,69.22459016393442,393.0,6,156,5,Gilbert,7,60,0.0,3.5,5,93,4,178.0
1314,5063,1314.0,34.0,626.0,1,234,5,NridgHt,7,120,166.0,3.0,4,98,4,207.5
2256,8795,952.0,69.22459016393442,554.0,9,278,5,Gilbert,7,60,0.0,2.5,4,90,4,236.0
2054,12224,992.0,69.22459016393442,390.0,9,72,5,Gilbert,6,60,40.0,3.5,7,90,4,244.0
1374,9734,384.0,61.0,400.0,5,0,5,Gilbert,7,80,0.0,2.5,5,94,4,167.0
1800,8123,982.0,60.0,463.0,9,163,5,Gilbert,6,60,16.0,2.5,6,90,4,179.0
1514,8433,794.0,42.0,394.0,9,72,5,Gilbert,6,60,0.0,3.5,6,90,4,190.0
1430,7750,384.0,62.0,400.0,9,0,5,Gilbert,7,80,0.0,2.5,3,89,4,156.0
2312,15896,1177.0,69.22459016393442,658.0,10,298,5,Gilbert,7,60,210.0,3.5,5,89,4,245.0
1675,24682,841.0,69.22459016393442,502.0,10,103,5,Gilbert,6,60,0.0,2.5,6,89,4,181.0
2060,8755,992.0,69.22459016393442,390.0,10,168,5,Gilbert,7,60,298.0,3.5,6,89,4,214.0
1430,7848,384.0,64.0,410.0,10,0,6,Gilbert,7,80,0.0,2.5,6,89,4,168.0
2365,9430,1252.0,82.0,856.0,10,308,5,NoRidge,8,60,673.0,3.5,7,89,4,337.0
2687,12720,1455.0,106.0,810.0,9,282,5,NoRidge,8,60,150.0,3.5,9,90,4,327.0
2450,16545,1284.0,69.22459016393442,1069.0,11,126,5,NoRidge,8,60,731.0,3.5,5,88,4,340.0
2612,12203,1225.0,98.0,676.0,10,250,5,NoRidge,8,60,975.0,3.5,7,88,4,336.0
2344,10208,1264.0,79.0,889.0,12,220,5,NoRidge,7,60,921.0,2.5,7,86,4,265.0
2063,10750,2024.0,69.22459016393442,815.0,14,238,5,NoRidge,8,20,634.0,3.0,6,84,4,315.0
2646,9900,1347.0,90.0,656.0,16,544,5,NoRidge,7,60,256.0,3.5,4,83,4,260.0
2061,9085,1070.0,79.0,647.0,13,607,5,NoRidge,7,60,286.0,3.5,11,85,4,260.0
2232,11692,1173.0,69.22459016393442,623.0,15,338,5,NoRidge,8,60,372.0,3.5,10,83,4,263.55
1850,29959,973.0,69.22459016393442,467.0,15,266,6,NoRidge,7,60,0.0,2.5,1,84,4,248.0
1468,9612,1468.0,74.0,898.0,0,360,5,Somerst,8,20,72.0,2.0,12,98,5,244.6
1696,11194,1696.0,86.0,972.0,1,176,5,Somerst,8,20,240.0,2.0,9,98,4,275.0
1658,10206,1614.0,78.0,726.0,1,188,5,Somerst,8,20,294.0,2.5,9,98,4,257.5
1578,9262,1573.0,78.0,840.0,0,36,5,Somerst,8,20,194.0,2.0,5,98,5,287.09
1702,10130,1702.0,85.0,844.0,2,69,5,Somerst,8,20,260.0,3.0,3,97,4,275.5
1432,9139,1422.0,76.0,492.0,3,347,5,Somerst,8,20,206.0,2.0,9,96,4,245.0
1971,9675,1113.0,75.0,689.0,4,48,5,Somerst,7,60,0.0,2.5,2,95,4,253.0
2490,11128,2458.0,85.0,795.0,3,296,5,Somerst,9,20,198.0,3.0,10,95,4,468.0
1852,8640,900.0,72.0,644.0,0,276,5,Somerst,7,60,0.0,3.5,7,99,5,252.678
1590,9000,768.0,75.0,676.0,1,30,5,Somerst,8,60,0.0,2.5,6,98,4,210.0
1218,7862,1218.0,75.0,676.0,0,102,5,Somerst,6,20,0.0,2.0,9,99,5,208.3
1314,8640,1300.0,72.0,552.0,0,247,5,Somerst,8,20,72.0,3.0,9,99,5,229.456
1402,8640,1402.0,72.0,625.0,1,331,5,Somerst,7,20,0.0,2.0,5,98,4,229.8
1530,12606,1530.0,112.0,984.0,1,348,5,Somerst,9,20,120.0,2.0,5,98,4,250.0
1766,9187,1766.0,85.0,478.0,0,325,5,Somerst,9,20,162.0,3.5,10,99,5,370.878
1448,7500,1372.0,75.0,692.0,2,140,5,Somerst,8,20,238.0,2.0,6,96,4,238.5
2007,11003,1017.0,85.0,812.0,1,220,5,Somerst,10,60,160.0,3.5,4,98,4,310.0
1795,10603,900.0,84.0,782.0,3,213,5,Somerst,8,60,121.0,3.5,7,96,4,270.0
1953,10574,1082.0,85.0,1043.0,3,210,5,Somerst,8,60,0.0,2.5,5,95,4,252.0
1550,8125,1092.0,65.0,438.0,2,168,5,Somerst,7,60,100.0,3.0,10,97,4,241.0
1836,8125,1836.0,65.0,517.0,0,175,5,Somerst,8,20,288.0,2.0,10,99,5,264.5
1662,10625,1652.0,85.0,711.0,2,288,5,Somerst,7,20,0.0,3.0,3,96,4,291.0
2094,9375,912.0,75.0,615.0,5,364,5,Somerst,7,60,0.0,2.5,11,93,4,263.0
1221,7500,1221.0,62.0,400.0,4,113,5,Somerst,7,20,0.0,3.0,10,94,4,185.0
1553,8736,1553.0,68.0,588.0,5,280,5,Somerst,7,20,0.0,3.0,8,93,4,234.5
1653,8127,812.0,65.0,628.0,6,45,5,Somerst,7,60,0.0,3.5,3,93,4,209.0
1218,9605,1218.0,80.0,576.0,2,178,6,SawyerW,7,20,0.0,1.5,4,97,4,159.0
1141,7500,1141.0,63.0,484.0,3,182,5,SawyerW,7,20,0.0,2.5,6,96,4,152.0
1158,7500,1158.0,63.0,0.0,5,50,5,SawyerW,6,20,0.0,1.5,8,101,4,143.5
